text_a	label
If all you are looking at is or content categories maybe it looks like they are dead, but they may be flourishing elsewhere, and like virus they are just waiting for new host to carry them to mainstream	2.8
'trends'	3.0
Publishers, producers, editors, TV execs, they all have to calibrate their decemberisions based on so many factors, and yet even with access to sophisticated data it often comes down to human factors	3.1
Surely Vampire was dead after spoof, Love at First Bite in	2.91
How soon is now? Blog Archive	2.9
A gut instinct that something is going to work	3.33
Love at First Bite	4.0
Personally, I'm waiting for someone to make Pirate Zombies v Ninja Vampires	3.6
Hey, if they can make Aliens and Cowboys, anything is possible	3.3
This post was inspired by recent post by Grant McCracken	3.0
Make sure you read that too	3.0
Comments	3.0
Matthew Duhan says: July , at : pm	3.0
I do not know about Pirate Zombies v Ninja Vampires, but there is game where you can play to become Zombies, Ninjas, Pirates, and Mad Scientists	3.1
Zombie Ninja Pirates, by Gozer Games, is quick minute card game for players	3.12
You can find more information on our website	3.1
We do have expansion planned, which will add Vampires among other Types to mix	3.2
There will be more info about that coming soon	2.83
Jewell Bardwell says: July , at : am	3.0
Incredibly effectively performed without doubt	3.56
Estefana Sjerven says: September , at : pm	3.18
I like twilight!	4.0
I could sit and watch all day long if I did not have school or life to stay me from doing it!	2.8
lol Wonderful Simply Superb!	4.6
Then it jumped shark with Tom CruiseBrad Pitt movie based on Anne Rice novemberel in	3.0
Surely Ninjas were done with horrible movies like American Ninja or with comedies starring Chris Farley Beverly Hills Ninja, , and yet Ninja has become replacement word for'expert' to where it is almost accepted parlance: A twellow search for'ninja' turned up more than , Twitter accounts using term in their profiles	3.0
'expert'	3.0
With DVT you do not just watch television, you experience it	3.44
DTV offers more than channels, delivered with picture as bright and as sharp as you would see on movie screen and crystal clear sound that rivals your favorite CD	3.14
Connect to Time Warner Cable with DTV for FREE!	3.4
DTV allows you to receive up to channels of HBO, SHOWTIME, CINEMAX, THE MOVIE CHANNEL, STARZ! and ENCORE	3.3
DTV has interactive pictureinpicture programming guide that makes watching and controlling your television easy	2.83
Unlike other services, with DTV, there is no equipment to buy	3.25
No up front costs	3.28
No contracts	2.9
FREE upgrades	3.5
FREE service calls	3.38
Dear New Yorker,	3.11
And day Money Back Guarantee	3.6
Plus, you will receive your choice of multichannel premium FREE	3.5
That's savings of over !	3.5
Just call DTV	3.0
Sincerely, Time Warner Cable	3.0
PS Your neighborhood is also ready for Time Warner Cable's Road Runner high speed online service	3.25
Finally television that is smarcht enough for New Yorkers!	3.6
TIME WARNER new york CABLE at its best	3.2
DTV, Digital Television from Time Warner Cable, is now available in your neighborhood, and we would like you to be of first to experience it!	3.63
Time Warner Cable East rd Street New York, NY	3.0
DTV is ultimate choice in home entertainment	3.12
From digital picture and sound to new premium packages and really cool pictureinpicture guide, it is television you have to see to believe	3.37
And connection is FREE!	4.12
Everyone is looking to get latest and greatest in digital technology	3.2
But before you go out and make any major purchases, like buying satellite dish, you may want to take moment to read this	3.0
DTV is SMARTEST and most exciting innovemberation to happen to television	3.71
Kitchen Equipment	3.0
Woks and any other gadgets essential for Chinese cookery make good purchases	3.22
Leather Goods	3.0
Large shops on fashionable thoroughfares tend to be more expensive than smaller family shops tucked away in side streets	3.11
However, leather garment industry is growing, and there is wide range of locally produced leather accessories, all at extremely attractive prices	3.57
For European imports, you will pay top dollar	2.8
While it is no longer bargain shopping destination it once was, there are still some good buys to be had	3.22
Musical, Audio, and Video Equipment	3.0
Hong Kong has vast range of most hightech audiovisual, sound, and screen equipment	3.14
Be sure to look around and compare before buying	3.09
Whatever you buy, you may be able to work out discount	3.14
Readytowear Clothes	3.0
There are still great many factory outlet stores with reasonable prices	3.4
You'll also find bargain clothes for sale at marchkets and on pushcarts	3.1
Tailormade clothes are not as popular in Hong Kong as they were in past, but hundreds of shops still remain	3.0
In choosing tailor, look for HKTA membership	3.0
Stores do not open until am or later, but shopping goes on into evening, up to : pm	3.0
Many tailors have Web sites or are listed on Web sites	3.0
Tea	3.1
Shops all over town will sell you gift tins of exotic blends	3.4
If you want to learn something about tea, go to Tea Shop at Hollywood Road, or Moon Garden Tea House at Hoi Ping Road, Causeway Bay	3.2
The owners will brew up pot so you can taste before making choice	3.5
Watches	2.9
Be sure to get manufacturer's guarantee stamped or signed if you buy watch	2.9
Entertainment	3.44
Most shops are open days week	3.25
Hong Kong Diary published weekly by HKTA tells what is happening in arts	3.11
Hong Kong Life is published by Hong Kong Standard on Sunday, and South China Morning Post has entertainment section on Friday	3.0
Culture buffs are well catered to, and there is always varied program of events, ranging from worldclass concerts to local amateur dramatic productions	3.17
A highlight of arts calendar is annual Hong Kong Arts Festival, dose of international culture in February, with concerts, recitals, plays, jazz, Chinese opera, and innovemberative productions put on by leading talent from both East and West	3.0
Tickets for shows must be reserved well in advance	3.1
The Festival of Asian Arts takes place every other October, bringing to Hong Kong for weeks orchestras, dance groups, opera, and drama companies from all over Asia	3.12
There are more than cinemas in Hong Kong, and latest Western releases are shown in some of larger ones	3.0
Englishlanguage films have Chinese subtitles	3.2
The Hong Kong International Film Festival takes place in April	3.3
More than films from all over world are shown at this event	3.22
Ask at City Hall center about advance reservations	3.22
The Performing Arts	3.22
Performance Venues	3.1
The theaters in Hong Kong Cultural Center in Tsim Sha Tsui are main venues for concerts and opera	3.0
Other performance centers are City Hall cultural complex, with exhibition halls and theaters that present concerts, plays, and films; Hong Kong Academy for Performing Arts with major theaters for dance, drama, and concert performances; and Hong Kong Arts Centre in Wan Chai, where both local and visiting groups perform	3.12
Larger arenas, including Queen Elizabeth Stadium, Hong Kong Coliseum, and Ko Shan Theater in Kowloon play host to various concerts, pop concerts, sporting events, and variety shows	3.3
The Hong Kong Chinese Orchestra performs new and traditional works; wide assortment of traditional and Chinese instruments are featured	3.2
Buyer Beware	2.5
The Hong Kong Philharmonic Orchestra was founded in	3.0
Under its conductor, David Atherton, it offers Western classical works and new works by Chinese composers in SeptembertoJune season	3.2
Be aware that name brands, including electronics, are sometimes fakes, glass may be sold as jade, and that antique you bought may have been made last night	2.2
Chinese Opera	2.9
To most foreigners, this unique art form is likely to be inscrutable at first exposure, but everyone can appreciate spectacle and elaborate, glittering costumes	3.25
Although music may seem strange to unaccustomed ear, it certainly will not put you to sleep; cymbals and drums guarantee your alertness	3.12
Hong Kong's professional dance companies, Hong Kong Ballet Company, Hong Kong Dance Company, and newer City Contemporary Dance Company, perform regularly, often at Hong Kong Academy for Performing Arts	3.0
The leading local troupes, Chung Ying Theatre Company and Hong Kong Repertory Theatre, perform in Cantonese; there are Englishlanguage performances at Fringe Club theaters, Lower Albert Road, in Central	3.1
Puppet Shows	2.9
The classic Chinese puppet is shadow puppet, manipulated behind screen by rods, but hand puppet and marchionette shows are also on offer, often for free at public parks and playgrounds	3.4
Nightlife	3.12
Hong Kong by night can suit any taste, riotous, sedate, raw, or cultured	3.2
Note that sometimes there is cover charge of HK to HK at clubs, which may or may not include couple of drinks	2.9
There are nightclubs in principal hotels, with bands, dancing, and floor shows	3.14
Always ask for receipt that records information about item, and if you buy antique, be sure to get certificate of authentication	3.0
Jazz fans will find live jazz presented by international artists at Jazz Club and Bar, F, D'Agular, Central; and at Blue Note in Kowloon ShangriLa Hotel in Tsim Sha Tsui	3.4
The Frin ge Club, Lower Albert Road, Central, is Hong Kong's bestknown alternate entertainment venue, with jazz, rock, and other live music, in addition to gallery for visual arts	3.1
Bars with views and live music include Sky Lounge in Sheraton Hotel and Towers, Tsim Sha Tsui; and Cyrano in Island ShangriLa in Pacific Place	3.3
In Tsim Sha Tsui, Ned Kelly's Last Stand on Ashley Road is Aussie institution; Delaney's, Peking Road, is of Hong Kong's enduring Irish pubs	3.0
Joe Bananas, Luard Road, is Wan Chai mainstay for allnight partying	3.3
A lot of raunchy action has moved across harbor to Tsim Sha Tsui East; this is also where you will find pricey hostess clubs, popular with Japanese tourists, but definitely not for those on budget	2.78
Today's trendy spot is Soho SOuth of HOllywood around Hollywood Road, Elgin, and Stauton streets	3.1
Needless to say, avoid peddlers who approach you on street and offer to take you to wondrous bargains	2.86
TOTT's, in Excelsior Hotel, is restaurant with live music and dancing and harbor view	3.28
Japanese karaoke bars have now become extremely popular with locals	3.6
There are number of these on Chatham Road South and around Cameron Street in Tsim Sha Tsui	3.09
The most typical of these are harbor cruises, usually including dinner and dancing on board airconditioned floating nightclub	3.4
There are evening bus tours that include visits to restaurant and night spots; some tours combine Chinese banquet with visit to openair marchket and panorama from Victoria Peak	3.12
In subtropical Hong Kong you can swim from April to early November	3.4
There are more than beaches in Hong Kong that are free to public	3.3
Most have lifeguards on duty from April to October, changing rooms, toilets, and snack stands	3.2
On Hong Kong Island, Repulse Bay is most popular; others are Shek O on east coast and Stanley and Deep Water Bay on south coast	3.11
They are very crowded, especially on summer weekends	2.9
The large department stores have fixed prices, but elsewhere you should ask whether there is discount, especially if you buy several items in shop	3.1
On outlying islands, Cheung Chau and Cheung Sha are on Lantau, and Hung Shing Ye and Lo So Shing on Lamma; inquire about water pollution levels	3.0
The Hong Kong Golf Club Tel welcomes visitors to its hole courses at Fanling in New Territories, or hole course at Deep Water Bay	3.4
The par course was designed by Dave Thomas	3.1
Hiking	3.1
In New Territories famous MacLehose Trail stretches km miles from Sai Kung Peninsula to Tuen Mun	3.0
The Lantau Trail is km mile circular trail on Lantau Island that begins and ends at Silvermine Bay	3.1
Both trails are divided into smaller segments of varying difficulty	2.8
Maps of hiking trails are available at Government Publications Center, Low Block, Government Offices, Queensway in Central	3.1
HKTA also has trail maps and sponsors Guided Nature Walks, led by rangers, that include hikes in all different regions of Hong Kong	3.3
Jogging	3.0
Victoria Park has jogging track in Causeway Bay	3.4
Sailing	3.0
Contact Hong Kong Yacht Club at Tel for information	3.0
Compare prices before you buy any significant item	3.1
Taijiquan Tai Chi	2.9
HKTA offers lessons in these exercises that improve concentration and balance at Garden Plaza, Hong Kong Park, Admiralty Tel	3.11
Tennis	3.0
There are public courts at Victoria Park Tennis Centre Tel	3.0
Horseracing	3.0
All levels of society share feverish interest in Sport of Kings	3.1
The racing schedule is September to June, and Hong Kong maintains tracks, older Happy Valley course on Hong Kong Island and striking Sha Tin track in New Territories	3.1
Always ask to see manufacturer's guarantee when purchasing watches, cameras, and audiovisual and electronic equipment	3.1
The Hong Kong Tourist Association runs Come Horseracing Tour, which includes entry to Hong Kong Jockey Club visitors' box and members' enclosure, and buffetstyle meal	3.0
Cricket	3.0
Since Hong Kong is dutyfree port and charges no sales tax, goods are cheaper here than in country where they were made	3.0
Hong Kong has many attractions that appeal to children of all ages	3.25
Hong Kong's many beaches are especially fun for children	3.6
Children love riding on Hong Kong's antique trams	3.71
A ride on Peak Tram is sure to provide thrill, and in Peak Tower they will enjoy Peak Explorer ride and Ripley's Believe it or Not! Ocean Park see page is popular with children of all ages	3.37
There's special Kid's World that those under can enter free when accompanied by paying adult	3.57
The Science Museum in Tsim Sha Tsui East allows children to get their hands on over half of its exhibits, while nearby Space Museum has regular screenings on enormous Omnimax screen in its Space Theater, making night sky come vibrantly alive	3.3
Note that when haggling, merchant assumes you are prepared to pay cash	3.12
For children who love boats, riding Star Ferry or ferry trips to outlying islands will be exciting, and Dolphin Watch trip see page is certain to appeal	3.14
If you plan to visit during May, carnival atmosphere of Cheung Chau Bun Festival, with its high bambooandpaper towers covered in sticky buns, will fascinate young ones	3.5
If, after concluding deal, you try to pay with credit card, he may then boost price in order to cover card charges	2.72
It is advisable to shop at outlets that are members of Hong Kong Tourist Association HKTA , identified by red junek logo	3.0
Membership imposes obligation to maintain standards of both quality and service, and provides dissatisfied customers with officially recognized channel for redressing complaints; number to call is Tel	3.0
Pick up copy of HKTA's The Official Dining, Entertainment Shopping Directory in which all member stores are listed	3.2
Shipping	3.0
Ask if automatic free insurance is provided	3.0
If goods are very valuable or fragile, it is good idea to buy allrisk insurance for shipment	3.1
Packages sent to US or to Europe generally take to weeks by surface mail, and week by airmail	3.0
Shopping Areas	3.1
Major shopping areas are Tsim Sha Tsui in Kowloon, especially along Nathan Road; Central on Hong Kong Island, particularly for upscale designer goods; Causeway Bay for slightly better prices; and Hollywood Road area	3.0
On photographic equipment, electronic goods, and watches, you avoid luxury tax payable in your home country	3.0
Department Stores	3.0
Look for Lane Crawford Ltd, upscale store with branches at Pacific Place, Queen's Road, and Harbour City; Wing On, of oldest in Hong Kong; Marks and Spencer; and Japanese department stores, Mitsukoshi, Sobo, and Seibu	3.2
Malls	3.2
Hong Kong is full of giant malls	3.37
Harbour City, just west of Star Ferry Terminal in Tsim Sha Tsui is of largest; Pacific Place, Queensway, is Central's biggest mall, with retail outlets and department stores; Times Square is collection of retail outlets in Causeway Bay	3.1
These stores sell excess stock or factory overruns	3.37
Hong Kong is no longer factory outlet center since much of its clothing manufacturing has moved elsewhere	2.8
There are factory showrooms in Pedder Building, Pedder Street, in Central	3.11
Markets	3.14
Markets are places to use your bargaining skills	3.0
Hong Kong's most famous and colorful marchket is Temple Street Night Market near Jordan MTR stop	3.1
Every conceivable kind of goods is sold here: clothing, all kinds of electronics, CDs, souvenirs, crafts, and jewelry	3.4
Stanley Market is located on Hong Kong's southern coast, and is wellknown for all kinds of clothing, including silk and cashmere	3.17
Bargain, and carefully examine any merchandise you buy here	3.0
The Jade Market, on Kansu Street in Yau Ma Tei, is known for both jade and freshwater pearls	3.0
This is not place to make expensive purchases, but it is great for inexpensive pendants, earrings, and gifts	3.0
What to Buy	3.0
Antiques	3.1
Hollywood Road in MidLevels above Central is most famous antiques street in Hong Kong	3.0
Look for fine Chinese bronzes, embroidery, lacquerware and porcelain, tomb figures, and wood carvings, among other possibilities	3.1
The experts out that it is not age alone that determines Chinese antique's value, dynasties of past had their creative ups and downs	3.25
Custommade garments by skillful Hong Kong tailors are still much in demand and cost less than elsewhere for comparable garments	3.5
For serious antiques, try Honeychurch Antiques at no for furniture and silver, Tai Sing Company at for porcelain	3.0
For fun you can visit Low Price Shop at no or Cat Street crafts stores and flea marchket	3.11
Inflation has taken its toll in Hong Kong	2.12
Brocades and Silks	3.0
Fabrics from China are bargain and well worth taking home	3.55
Photo buffs know that Hong Kong is place to buy some of world's most advanced photographic equipment, and there are some real bargains around	3.2
However, be sure you compare prices and models before buying	3.0
reliable places to start looking in Lan Kwai Fong are Photo Scientific in Eurasia Building and Hing Lee Camera Company, Lyndhurst Terrace	3.0
Carpets and Rugs	3.0
Hong Kong is mecca for Chinese handknotted wool carpets and silk rugs	3.0
Hong Kong's stores are usually able to arrange shipment	3.3
Caravan at Hollywood Road and shops in The Silk Road at Ocean Center in Tsim Sha Tsui are good places to start looking	3.3
Note that alcohol and tobacco are both exceptions to Hong Kong's dutyfree regime and are subject to tax	2.9
China Porcelain	3.0
In Hong Kong you can have plate, or even whole dinner service, handpainted to your own design	3.4
Factories in Kowloon and New Territories, producing traditional and modern china, are geared to entertain and instruct visiting tourists; prices are appealing	3.4
of largest places to go are Wah Tung China Company in Grand Marine Industrial Building in Aberdeen; and Overjoy Porcelain Factory in Block B of Kwai Hing Industrial Building, Kwai Chung, in New Territories	3.0
In antiques shops, look for highly valued porcelains from China	3.4
Note that because of dutyfree situation, good bargains may be found in European china, including Spode and Wedgwood	3.09
Electronics	3.0
The latest gadgets are sometimes available in Hong Kong before anywhere else	3.0
Before you begin shopping, pick up HKTA's Shopping Guide to Consumer Electronics	3.0
Prices on electronics have risen in past years; check prices at home before you buy here	2.78
Nathan Road has many electronics shops	3.1
You'll find that prices are about same in Hong Kong Central and Kowloon, and somewhat cheaper in Causeway Bay, which caters to local shopping	3.33
Furniture	3.0
Hollywood Road has several furniture shops	3.2
Queen's Road East in Wan Chai is furniture manufacturing and retail area	3.0
Jade	3.0
Good for health is just of many magical qualities that are attributed to these beautiful emeraldgreen or turquoise stones	3.63
Real jade is extremely expensive, and you may be offered counterfeit jade, which looks exactly like genuine article	2.9
Some people say you can test authenticity by touch, real jade feels smooth and cool	3.3
Alternatively, you can shine lamp on stone, real jade shows no reflected light	3.1
Better still, go shopping with expert	3.37
Jewelry	3.0
Thanks to dutyfree situation, prices in Hong Kong are lower than they are in some other places	3.22
Popular purchases include diamonds and freshwater pearls	3.2
The statues in main shrine represent Man, god of literature, and Mo, god of war, curious juxtaposition	3.0
The temple is always crowded with worshipers	3.1
Just past temple is aptly named Ladder Street	3.2
As you get off, story Jardine House with portholeshaped windows catches eye	3.2
Go down flight of steps to Lascar Row, popularly known as Cat Street, for more antiques and curio shops	3.1
Walk up steps to reach Caine Lane, where you will find Museum of Medical Sciences open Tuesday Saturday am pm; admission by donation	3.1
The interesting Edwardian building was formerly Pathological Institute, founded to combat th century's yearlong outbreak of bubonic plague	3.1
Servicemen relaxing from rigors of Vietnam War poured millions of dollars into Wan Chai boom of s	3.3
There are restaurants and Starbuck's in basement, and you can access raised pedestrian crosswalk from escalators on ground floor	3.0
The Wan Chai waterfront is dominated by Hong Kong Convention and Exhibition Centre, largest in Asia, which includes hotels, theaters, and exhibition halls	3.0
The convention center, extension on reclaimed land, affords stunning views of Wan Chai waterfront	3.17
Adjacent, just west of convention center, is another modern highlight, Academy for Performing Arts on Gloucester Road	3.1
On Wan Chai's Bowen Road, Maiden's Rock, also called Lover's Rock, is gathering place for annual Maiden's festival	3.2
Although it is not tourist attraction, rock is steeped in tradition	2.86
Every August young women convene to light joss sticks and some even climb ft rock to pray for good husbands	3.2
A prosperous tourist district, it is full of shopping centers and department stores, along with number of good restaurants	3.5
The busy nightandday crowds make this area vibrant and lively	3.5
On nautical side is Causeway Bay typhoon shelter, where expensive yachts are anchored almost gunwale to gunwale, and Hong Kong Yacht Club has its headquarters	3.12
Across Gloucester Road, opposite World Trade Centre, is Noonday Gun, which under British rule was sounded on stroke of midday	3.1
Next to Jardine building is Exchange Square, complex with large shopping mall; just behind it is General Post Office with philatelic center on ground floor	3.0
It's not clear how custom started	3.0
story has it that traders Jardine, Matheson Co fired private salute for visiting tycoon, act that incensed colonial authorities, who felt that they had sole right to issue such gun welcome	3.0
As result, merchants were forced to limit their salvoes to day, and from then on, they signaled noon hour daily for all to hear	2.8
The gun was made famous by Noel Coward's satirical song, Mad Dogs and Englishmen	2.9
Farther east is Hong Kong's largest park, Victoria Park, with sports grounds and other facilities	3.0
On eastern side of Victoria Park on Causeway Road is Tin Hau Temple, dedicated to Tin Hau, Taoist Queen of Heaven and patroness of seafarers	3.0
On rd day of Third Moon, birthday of goddess is celebrated here and in all Hong Kong fishing communities	3.22
Inland from bay is Happy Valley	3.22
At time it was very miserable valley, swampland conducive only to breeding malarial mosquitoes	2.5
It is home to Hong Kong's first racetrack	3.2
Hong Kong's gamblers are so eager to play horses that, despite opening of bigger and better racetrack at Sha Tin, Happy Valley Racecourse is thriving	3.33
Up Tai Hang Road behind Causeway Bay is Aw Boon Haw Tiger Balm Gardens open daily : am pm , founded in by late Aw Boon Haw, who became millionaire by producing medicinal Tiger Balm	3.1
It does not, in fact, contain any ingredients from tigers, but does promise to cure wide range of problems such as colds, headaches, rheumatism, gout, toothache, and scorpion bites	2.86
Farther west is ferry terminal for outlying islands	3.1
Aberdeen, island's oldest settlement, once pirate lair, is home to floating population , boat people who spend their entire lives on juneks in harbor, some proudly claiming never to have set foot on land except for funerals, which do not count	2.82
The juneks are picturesque sight: children frolicking on poop decemberk, women preparing food or playing mahjong, elderly folk watching sunset, dogs and cats underfoot, songbirds in bamboo cages overhead, and all afloat	3.5
On Connaugustht Road Central, you will find of Hong Kong's curiosities, m ft long MidLevels outdoor escalator	3.3
The boats may appear decembereptively primitive, but many of them have their own electric generators and all modern conveniences	3.11
There are fewer boats now than in past; many boat people, especially younger generation, have moved to housing projects	2.8
You can take tour of port in of small sampans, propelled by hand by women drivers	3.1
A halfhour tour costs HK ; pay at end, or driver may cut your trip short	3.0
The peninsula opposite east coast of Ap Lei Chau island contains Ocean Park open daily am pm; admission HK adults, HK children , which has become of Hong Kong's biggest attractions	3.0
It is divided into areas: highland, lowland, and Middle Kingdom	3.0
Linking lowland and highland sections of park, cablecar system offers spectacular views across to islands of South China Sea	3.2
It ferries commuters from MidLevels apartment complexes downhill from to am, and uphill from am to midnight	3.0
The Oceanarium is said to be largest in world, and Ocean Theatre features displays by dolphins, killer whales, seals, and pelicans	3.3
An enormous rollercoaster rising way above sea, space wheels, and highdiving shows guarantee day of excitement	3.7
The Middle Kingdom is recreated living history of China's past, presented through number of fullsize replicas of shrines, temples, pagodas, palaces, and street scenes	3.0
There are also demonstrations of traditional Chinese crafts, including silkweaving, pottery, and p apermaking	3.3
Water World, formerly in complex, has closed for redevelopment	2.75
The next inlet is Repulse Bay, roomy, sandy crescent, with green hills	3.1
It's so attractive and so easy to reach that it is packed with sunbathers all summer long	3.18
Stanley was once of main fishing villages on Hong Kong Island	2.8
The wellknown Stanley Market see page is major source for bargain clothing and other merchandise	3.1
Stanley is also favorite place of residence for expats	3.0
Nearby is Central Market, wholesale food marchket of Hong Kong, and Hang Seng building private offices	3.0
The waterfronts at Repulse Bay and Stanley are lined with good cafs and restaurants	3.3
Though much smaller than Hong Kong Island, Kowloon has almost twice population	3.0
In many areas, density reaches equivalent of , inhabitants per square km quarter square mile	3.0
Most of Kowloon's attractions for visitors are centered near tip of peninsula in district known as Tsim Sha Tsui	3.0
Adjacent to Star Ferry terminal is Ocean Terminal, where international cruise ships dock, and gigantic Harbour City, complex of malls, hotels, and restaurants	3.1
If you walk east on Star Ferry terminal concourse, you will find yourself on wonderful Promenade, which begins at clock tower, all that remains of once grand KowloonCanton Railway Terminus	3.37
The waterfront here offers unparalled views of harbor and Hong Kong Island	3.4
Flanked by clock tower is imposing Hong Kong Cultural Centre	3.1
Hong Kong's major venue for performing arts, building has been criticized for its fortresslike architecture and windowless faade	2.9
The interior is comfortable amalgam of Chinese and Western design, with impressive main lobby	3.43
The center contains concert hall with acclaimed acoustics, theaters, library, exhibition gallery, shops, restaurants, and bars	3.2
Next door is Hong Kong Space Museum and Theatre open Monday, Wednesday Friday pm; Saturday, Sunday am pm; closed Tuesday; admission HK adults, HK children; septemberarate admission to theater	3.11
Its futuristic dome design is striking; inside are interactive exhibits, including in which you can experience weightlessness	3.11
No longer center of government, it now functions as cultural center	3.0
The theater presents sky shows and IMAX films	3.14
The Hong Kong Museum of Art see page stands behind Space Museum next to cultural center	3.0
Particularly interesting is collection of paintings and photographs of old Hong Kong	3.43
The museum mounts special exhibitions and has excellent gift shop	3.8
A few blocks up Chatham Road South are more major museums	3.1
The Science Museum see page is stateoftheart interactive museum that will teach you how everything and anything works from ancient sailing ships to latest technology	3.11
The fascinating collection of artifacts pertaining showcases , years of Hong Kong's history and Chinese culture	3.56
Its restored lobby is Hong Kong's most elegant gathering place; afternoon tea here is visitors' ritual	3.4
Kowloon's main street was created by Sir Matthew Nathan when he was governor of Hong Kong at turn of th century	3.0
At time it was built, many thought it absurd to have treelined boulevard running through what was practically wilderness	2.88
Now former Nathan's Folly is known as Golden Mile	3.0
Farther up Nathan Street you will reach Yau Ma Tei, of older parts of Kowloon	3.0
Turn off Nathan and walk down Kansu Street to find Jade Market open am pm; see page , with more than stalls spread out in large tent, just before you reach overpass	3.0
Hong Kong's liveliest marchket scene is Temple Street Night Market see page , near Jordan Road	3.0
Everything is sold here, from clothing to souvenirs to electronic goods, and marchket is known for its streetside food stalls, where you can dine inexpensively on seafood	3.3
So great is pressure on available land that most of Hong Kong's colonial architectural heritage has been demolished and replaced by new skyscrapers	2.9
The marchket runs all way up to Tin Hau Temple, where you will find fortune tellers' tables some speak English and possibly street performers singing Chinese opera or pop songs	3.25
The temple is of many dedicated to Tin Hau, goddess of seafarers; this also houses altar to Shing Wong, city's god	3.18
In daytime temple open am pm attracts worshipers, and its park attracts strollers and mahjong players	3.5
Nathan Road goes all way up to Boundary Street, which marchks boundary between Kowloon and New Territories	3.0
Near Boundary Street, off Prince Edward Street West, is Yuen Po Street Bird Garden open am pm	3.1
Birds are favorite pets in Hong Kong, valued for their singing rather than their plumage, and here you will find all kinds of birds for sale as well as elaborate teak and bamboo cages	3.1
This ancient burial vault is believed to date back to Han Dynasty d	3.11
The barrelvaulted chambers were discovered while excavating for nearby housing project	3.0
Surprises spring up on all sides: new industrial complexes alongside sleepy farming villages, skyscraper towns blooming in middle of nowhere, Hakka women in their traditional flat straw hats with hanging black curtains, water buffalo, and flashes of azalea everywhere	3.38
The New Territories can be explored by taking Kowloon Canton Railway KCR , which makes stops between station in Kowloon and Sheung Shui, last stop before entering China	3.0
Ask tourist authority about its interesting Heritage Tour from Kowloon and other countryside tours see page	3.0
The main highway makes circuit of New Territories, beginning with new town of Tsuen Wan, situated in area of heavy industry just west of Kowloon	2.9
Nearby is Chater Garden and number of notable architectural landmarchks	3.1
The highway continues parallel to coast	3.1
Thus you will find mile Beach at Castle Peak Bay	3.0
The main road continues clockwise around New Territories	3.1
Most famous is striking story I M Pei Bank of China Tower, not beloved by people of Hong Kong, its triangular prisms and sharp angles violate principles of feng shui see box, page and its radio masts stick up like insect's antennae	2.8
Set amid Tseun Wan's residential towers is thcentury walled village of Sam Tung Uk, now preserved as museum, and short walk from MTR station	3.0
Not far away, at milepost near large new town of Tuen Mun, is Taoist retreat known as Ching Chung Koon	3.0
This Temple of Green Pines is spacious complex containing temples and pavilions, statues, and gardens	3.12
It is known for its collection of bonsai and houses jade seal more than , years old	3.2
This is most easily accessible of New Territories' walled villages	3.0
It is built in square, and only way in is through gate in brick defensive wall	3.0
Kat Hing Wai was built or centuries ago by Hakka Tang clan, of Great Clans that migrated here from North China see page	2.9
Many of old houses in village have been replaced by modern structures	3.1
Few traditional ancestral halls remain in China since antihistorical destruction during Cultural Revolution, so these New Territories ancestral halls are rare survivors	3.0
of most interesting sites in New Territories is Tai Fu Tai, another rare survivor, this mansion that belonged to Confucian high official	3.22
The house was built in by member of Man clan who achieved rank of tai fu mandarin by doing well in Imperial Examinations	3.2
The preservation of this wonderful home is ongoing; projected restoration of original garden is still in progress	3.25
The highway and railway stay close together from Fanling, site of best golf courses in area	3.2
Just up lane from marchket is Man Mo Temple, with longburning incense coils hanging from its ceiling, popular spot dedicated to Taoist gods of war and literature	3.0
The railway line then curves gracefully around Tolo Harbor, idyllic body of water wellprotected from open sea	3.2
You can take ferryboat through harbor, past ingenious Plover Cove reservoir, water catchment area appropriated by damming and draining broad inlet from sea	3.1
The boats go on to friendly fishermen's island of Tap Mun, in Mirs Bay, with stops in remote hamlets of Sai Kung Peninsula	3.22
From next railway station, modern campus of Chinese University of Hong Kong is visible	3.29
Teaching here is conducted in both Chinese and English	3.0
Sha Tin is site of Monastery of , Buddhas, which looks down on burgeoning town	3.0
There are hundreds of stone steps in hillside to walk up before you reach Man Fat Temple with its regiments of small gilt statues of Buddha lining walls	3.0
Some indefatigable climbers will want to go up to top of pink pagoda for panoramic view	3.12
From inside vast atrium you can view whole structure as well as mechanical workings of building	3.1
Down to earth, Sha Tin Racecourse can accommodate over , spectators and is equipped with every imaginable luxury, including giant video screen facing stands, and for horses, airconditioned stables	3.75
Opposite Sha Tin railway station, New Town Plaza features shops, cinemas, and even computercontrolled musical fountain	3.14
natural rock formations are always pointed out on excursions	3.12
bronze lions, carrying out feng shui principles, guard its doors	2.9
It really looks part; tourists know its name even before guide can translate it	3.33
Excursion companies sell variety of orientation cruises of Hong Kong harbor that include look at some of its outlying islands	3.3
You can catch of Hong Kong's historic trams along Des Voeux Road and ride from Central to Causeway Bay see box, page	3.2
The mountainous island of Lantau is biggest in colony, and covers nearly twice area of Hong Kong Island	3.1
Chek Lap Kok airport sits on reclaimed land just off Lantau; plans to build bridge may change Lantau, but at present it is sparsely populated and makes perfect getaway	3.1
At m , ft , Lantau Peak is high enough to attract occasional rain cloud, refreshingly cool breezes blow on most hot summer days	3.0
Ferries depart from Central every hours between : am and : pm to Silvermine Bay Mui Wo , where bus terminal has buses to all parts of island	3.0
